Rakuten Category ID,ZenPlus Category ID
110811,10346
303526,10471
403832,10617
409065,10780
409335,10770
551186,10795
558846,10346
558863,10346
558873,10346
566031,11734
100480,19177
110983,19338
216172,19176
559278,19446
112747,19175
213891,18299
301981,18300
302050,18691
302123,18945
302133,19017
302178,18299
565251,18299
100629,33707
100762,33707
210167,33707
210238,33707
407057,33707
558945,34603
559248,33707
559275,35359
564992,33707
566068,33707
566114,33707
566115,33707
567214,33707
100191,40181
100644,39763
204200,39511
502823,39510
553158,39510
562640,39736
563338,40993
565063,39510
566694,39510
567750,39510
208287,23530
408507,23530
509433,23530
560029,36352
560050,36372
560202,23532
560276,23530
560312,23530
560313,23530
564278,23530
564895,23530
565054,25443
566886,23530
567219,23530
568380,23530
200143,25443
565005,23530
565006,23530
565007,23530
565008,23530
568381,23530
101914,2749
201591,352
201603,350
201652,350
205246,472
205263,350
205279,350
213401,486
213732,350
400817,350
406700,350
551256,350
553755,350
553765,350
553769,350
553789,350
566383,350
566384,350
566385,385
566386,350
566487,350
566491,350
101738,42841
110013,41720
202528,41720
202532,41720
202535,41720
202540,41720
209410,41720
215256,41720
215257,41720
553124,41720
553126,41720
553128,41720
565256,41720
565257,41720
565258,41720
565259,41720
565260,41720
565261,41720
565262,41720
565263,41720
565264,41720
565265,41720
565266,41720
565267,41720
565268,41720
566743,41720
566811,41720
568222,41720
100885,41720
101869,43066
206331,42803
209394,43003
210916,43017
210930,41720
409613,41720
409643,41720
502627,41720
502636,41720
565274,41720
565275,41720
565276,41720
567700,41720
568661,41720
101870,43001
111215,42842
204167,42842
210414,42842
210418,42842
210426,42842
210431,42842
210437,42842
216114,42842
407123,42956
407125,42958
564857,42842
565269,42842
565271,42842
565272,42842
565331,42842
565363,42842
565368,42842
566463,42842
566999,42842
567764,42842
567765,42842
567766,42842
568299,42842
568627,42842
568697,42842
100881,41720
100896,41720
101871,43071
210913,41720
210914,41720
501173,41720
565277,41720
565278,41720
565279,41720
565280,43069
565281,41720
565282,41720
565283,41720
565284,41720
565285,41720
565286,41720
566462,41720
567694,41720
567830,41720
567831,41720
567832,41720
568221,41720
568223,41720
568224,41720
568534,41720
568535,41720
568698,41720
110001,41720
202502,41720
202507,42378
202513,42382
215105,42043
215110,41976
215202,41720
565255,41720
567231,41720
567535,41720
568574,42077
568696,41720
567274,41720
567275,41720
567276,41720
567277,41720
567278,41720
567279,41720
567280,41720
567281,41720
567282,41720
567283,41720
567284,41720
567285,41720
567286,41720
567287,41720
567288,41720
567289,41720
567290,41720
567291,41720
567292,41720
100081,37223
101751,36860
211582,37148
211592,36201
211597,36201
211605,36201
211607,37243
211612,36201
408515,36201
408533,36201
408538,36201
565174,36201
565175,36201
565176,36201
565177,36201
567179,36201
567768,36201
101752,37581
211542,36201
211543,37570
211546,36201
211577,36201
403512,37423
552391,37546
552396,37551
552401,36201
552402,36201
552407,37483
552420,36201
552436,36201
552446,37520
552462,36201
552468,37791
552481,36201
559311,36201
564421,36201
567171,36201
567172,36201
567173,36201
568359,36201
100122,38063
101753,38064
211622,36201
211628,36201
211637,36201
211643,36201
211656,37942
211664,37951
211673,36201
211677,36201
211686,36201
211687,36201
211700,36201
211706,36201
400383,36201
403516,36201
405492,36201
408565,37921
100061,37810
101965,37891
565167,37810
565168,37849
567181,37810
110093,36938
112611,37110
211462,36980
211466,36984
408418,36201
560070,36952
565169,36201
567177,36201
567550,36201
208583,36201
208591,36201
208592,36201
208594,37809
303067,36201
303156,36201
408740,36201
408741,37758
408751,36201
509160,36201
567168,37427
567751,36201
568605,36201
211553,37582
303097,37628
403503,37615
560088,37603
565170,37582
565173,37582
101748,36936
211490,36867
211492,36867
303078,36867
408453,36867
565166,36867
565249,36867
567178,36867
100040,36201
211368,36201
211447,36201
565165,36329
565228,36201
100133,37630
208544,36201
303137,36201
408552,36201
565179,36860
568411,36201
408743,36201
509170,36201
565180,36201
565181,37581
211549,36201
565171,36201
565172,36201
567169,36201
567170,36201
100232,19447
110428,19447
200929,19447
200942,19447
200952,19447
200954,19447
200955,19447
204803,19447
207807,19447
214037,19447
410830,19447
566611,19447
566612,19726
567222,19447
101535,20424
101771,20425
110395,19671
110403,19447
110404,19447
110406,19447
110411,19522
110420,19715
200904,19477
207770,19447
207774,19447
207790,19449
207796,19447
214030,19447
304571,19447
304574,19447
304578,19447
304580,19447
404915,19447
404918,19447
404923,19447
404926,19447
410795,19447
410813,19447
507696,19726
566610,19447
110457,19760
112668,19760
200974,19760
200976,19760
200977,19760
200978,19760
200980,19760
200982,19760
200984,19760
200985,19760
200988,19760
200989,19760
204805,19760
214041,19786
304588,19760
304593,19760
304597,19778
304602,19760
304607,19760
304609,19760
304613,19760
304614,19878
304618,19760
304622,19760
304626,19760
304633,19760
404940,19760
404942,19760
410842,19760
410850,19760
502854,19760
502855,19760
502856,19760
502866,19760
509730,19760
509731,19760
555721,19760
566895,19760
568227,19760
568228,19760
100253,20488
101773,20489
110463,19447
201050,19447
202677,19447
204856,20474
566616,19447
567220,19447
101774,20425
110487,20399
110494,20383
201093,20346
201099,20357
204862,20345
204864,20410
304678,20424
404980,20374
410924,20365
410933,20379
509742,20409
509743,20411
567687,20345
101775,21039
110502,20981
214119,21026
214120,20980
214124,21037
404974,20980
509763,20980
100269,20036
100275,20109
100278,20147
214058,19447
214099,19447
304670,19447
410894,19447
509741,19447
562052,19447
566615,20237
204875,20651
564081,19447
566623,20643
567681,19447
567682,19447
100307,20753
100308,20739
101784,20839
201213,20690
201221,20680
201227,20664
201233,20653
201242,20670
201251,20706
201261,20741
201268,20770
201287,20723
201289,20838
204877,20653
304735,20812
304736,20653
410885,20653
410994,20718
410999,20754
411007,20829
411014,20701
507735,20724
507747,20792
507756,20653
563218,20764
564424,20653
566054,20653
566617,20653
567688,20653
567689,20653
568303,20653
568588,20700
110475,20648
112671,20652
201184,19447
201196,20649
201199,19447
201205,19447
201207,20642
201209,20651
507725,20623
564647,19447
564660,19447
566729,19447
100242,21048
200912,19447
200913,19447
200914,19447
200915,19447
200916,20424
204801,19447
214021,19447
404904,19447
404905,19447
567747,19447
568444,19447
100248,20026
200991,19930
200992,19930
200996,20011
201008,19930
201010,19930
201013,20023
204815,19930
204816,19930
204817,19930
204818,19930
204820,19930
204826,19930
204827,19930
204829,19930
214051,19930
214054,19930
304644,19930
304647,20022
304651,19930
304652,19930
404946,19930
410877,19930
410879,19930
410881,19930
410883,19930
502875,19930
502877,19992
566613,19930
566614,19930
214067,19447
214085,19447
214093,19447
100235,21048
201086,21040
201087,21042
201088,21040
201089,21044
201090,21040
201091,21040
201092,21040
100279,19447
201021,20921
201281,19447
214019,19447
410723,19447
410728,19447
410746,19447
410902,19447
410905,19447
410986,19447
507798,19447
507803,19447
507806,19447
507812,19447
507813,19447
507814,19447
562077,19447
566622,19447
568626,19447
201029,19447
204813,19760
502895,19930
507780,19447
507785,19447
507786,20424
507789,19447
507790,19447
507791,19930
507792,19760
507793,20424
566624,19447
201282,19447
204885,19447
204886,19447
204887,19447
404979,19447
410989,19447
507819,20921
566618,19447
566619,19447
566620,20424
566621,19447
101799,33563
201402,33250
303017,33547
408254,33250
506539,33250
565602,33250
201514,33250
565600,33250
565601,33622
567844,33250
408234,33250
567683,33250
567684,33250
567685,33250
567686,33622
110824,10796
110831,11568
206545,11347
206546,11365
206547,11557
206548,10796
206549,10796
206585,10796
409176,11617
566698,10796
567225,10796
567437,10796
567438,10796
567771,10796
206521,11619
303736,10796
409164,10796
566022,10796
567458,11115
568587,10875
206522,11619
409166,10796
409167,10796
409168,11009
409169,10796
409170,11115
409171,10796
409172,11157
409173,10796
409395,10849
553037,10796
553038,10796
112719,11012
206471,10850
206488,10955
303655,10850
303656,10850
303662,10923
303699,10948
403871,10925
403890,10850
403923,10850
409352,10871
502556,10850
566018,10916
110734,11115
206440,11157
303587,11114
110724,11232
409073,11264
409096,10796
409120,11287
566020,10796
566021,10796
200341,10849
409148,11231
566024,10824
566025,10796
566026,10796
566248,11347
100442,1
206746,1
304061,1
553295,1
100434,1
304013,1
562550,1
510900,1
566225,1
566226,1
566227,349
568491,1
568492,1
568493,349
101830,3506
200850,2750
200852,3224
200854,3393
205149,2750
207682,2750
207683,2750
213868,2750
213871,2750
213927,2750
401103,2750
401127,3505
500960,2750
500996,2750
501005,2750
501029,2750
551525,2750
551529,2750
563887,2750
564585,2750
564586,2750
564588,2750
566086,10515
566095,2750
566733,2750
568289,2750
568290,2750
568291,2750
111103,2750
200806,3927
200807,2750
200811,3606
205171,2750
205175,2750
205178,2750
205184,2750
207726,2750
213939,2750
301063,2750
401128,2750
401131,2750
401187,3926
505391,2750
508430,2750
508434,2750
551630,2750
551643,2750
564611,2750
564612,2750
564613,2750
564614,2750
566101,10515
566108,2750
567255,2750
568292,2750
112775,4024
200859,2750
200872,2750
200878,2750
204012,3989
204016,2750
204017,2750
204019,2750
205238,2750
205241,2750
207762,2750
207763,2750
401193,3997
401196,4001
401198,4023
550008,2750
567256,2750
200818,2750
201593,2750
203033,2750
205191,2750
205192,2750
205193,2750
207731,2750
207732,2750
213970,2750
213971,2750
216832,3506
401163,2750
505410,2750
505413,2750
200823,2750
200826,3927
203036,2750
203037,2750
205187,2750
207728,2750
207729,2750
207730,2750
213958,2750
213960,2750
213961,2750
213962,2750
505406,2750
505408,2750
568495,2750
200832,3927
205208,2750
207744,2750
207750,2750
213980,2750
401171,2750
407002,2750
551699,2750
568293,2750
568496,2750
213943,2750
213944,2750
213945,2750
213947,2750
213948,2750
213949,2750
213950,2750
213952,3927
401151,2750
568494,2750
200840,2750
200841,2750
200842,3927
205218,2750
205219,2750
205220,2750
205221,2750
213938,2750
213989,2750
401176,2750
401177,2750
401178,2750
568426,2750
205202,2750
205203,2750
205205,2750
205206,2750
205207,3037
207737,2750
207739,2750
207740,2750
213975,2750
213976,2750
213977,2750
213978,2750
401164,2750
401165,2750
401166,2750
401167,2750
401169,2750
505416,2750
551691,2750
567569,2750
567730,2750
200817,2750
200819,2750
200820,2750
200821,3506
205194,2750
205195,2750
205197,2750
207735,2750
207736,2750
213974,2750
301071,2750
301073,2750
401160,2750
566815,2750
568631,2750
401119,2750
401120,2750
401121,2750
401122,3506
203054,3029
205169,2750
508474,2750
551604,2750
551605,2750
564069,2750
567699,2750
205222,4026
205226,4033
566091,2750
203052,3927
551703,2750
551704,2750
551705,2750
551706,2750
551707,2750
562991,2750
562992,2750
562993,2750
562994,2750
401098,3506
565040,2750
565041,2750
565042,2750
203051,3927
203056,2750
213954,2750
407014,2750
563772,2750
401156,2750
401158,2750
412209,2750
412217,2750
200825,2750
203034,2750
203035,2750
213968,2750
213969,2750
551687,2750
566103,3927
566882,2750
101860,25811
205653,25703
210133,25444
215716,25784
215720,25444
406560,25444
500281,25444
500292,25698
500305,25444
562711,25444
566178,25444
566460,25444
568590,25444
205548,25952
215565,25966
400464,25879
400467,25883
400470,25948
400473,25914
400482,25840
406451,25812
505107,25812
505109,25887
508180,25812
565250,25812
566179,25812
568201,25812
215755,27701
215756,27702
300823,27657
300829,27674
508304,27703
566194,25444
566742,25444
100861,27534
111377,27580
111384,27555
111388,27601
112816,27655
400767,27535
553774,27534
568490,27534
568536,27534
568695,27534
200112,27856
205725,27749
205728,27748
205737,27748
205738,27748
205739,27793
215780,27854
400811,27848
568202,27748
112812,26770
215476,26724
215479,26723
215485,26723
215491,26744
215497,26752
215500,26756
215508,26723
566183,26723
566184,26723
566185,26723
566186,26723
100677,26906
100818,27871
215729,25444
551228,25444
566189,25444
566190,25444
566191,25444
567537,25444
112814,26722
205534,26679
215513,26657
215515,26656
215520,26687
215525,26656
215531,26700
215538,26715
300857,26656
400409,26667
400412,26671
500275,26680
566182,26656
566790,26656
567529,26656
567770,26656
567827,26656
205718,27457
300815,27474
508289,25444
508297,25444
203069,25471
203109,25634
205638,25572
205640,25445
210108,25545
215685,25452
300408,25445
400616,25445
400631,25445
406398,25445
406405,25445
406425,25560
505098,25555
553694,25445
562701,25445
566176,25445
566177,25445
567530,25445
215698,27523
215702,27527
215706,27531
215707,27522
566187,27522
566188,27522
203048,27747
205167,27742
210113,27732
210116,25444
210117,26023
210124,27736
210130,25444
210131,27743
210132,27745
300838,27718
566795,26656
567531,25444
215430,26576
400393,26575
553714,26641
566180,26575
566181,26575
100817,27873
205678,27343
205712,27872
300576,27171
300641,27213
300654,27227
300667,25444
300766,25444
300775,25444
508284,25444
566192,25444
566193,25444
566748,27433
215758,27714
215759,27715
215760,27716
400795,27710
500333,27706
101862,26574
205555,26118
205604,26023
205611,26023
205613,26499
215613,26023
215667,26531
505140,26023
508183,26023
551221,26023
563689,26023
564567,26023
566747,26023
567532,26023
568383,26023
300375,25444
300380,25444
300381,25444
564577,25444
400762,25444
400764,25444
400766,25444
553753,25444
566195,25444
566196,27717
566745,25444
566746,25444
100816,27875
205749,25444
568422,27457
568423,25444
568424,25444
101885,6293
111903,6195
204655,6159
204673,6129
204674,6230
204675,6128
101886,6958
201467,6810
204729,6750
204738,6782
214793,6811
509086,6791
550092,6767
550101,6749
550107,6957
204750,6979
214811,6978
214812,6990
214813,6991
214814,6977
214815,6993
214819,6997
214820,6998
214821,6999
214822,7000
214828,7006
214835,7013
402745,6980
402748,6989
408067,6984
566801,6977
101057,7043
214837,7015
214841,7020
214845,7025
214849,7030
214854,7037
402750,7041
509121,7042
201528,6976
204758,6974
204759,6967
204760,6968
204761,6969
208216,6971
208217,6959
208218,6975
208265,6959
210181,6959
402787,6972
506384,6960
568601,6959
201485,6127
208149,6127
302658,6127
402550,6127
402571,6127
402589,6127
402614,6127
402631,6127
402729,6127
402740,6127
550091,6378
563730,6127
567602,6127
567603,6127
567604,6127
567605,6127
567606,6127
567607,6127
567608,6127
567609,6127
567610,6661
567611,6127
567612,6127
567613,6127
568600,6127
101036,7062
101888,7078
204744,7079
506410,7111
506414,7116
555000,7099
566749,6127
567517,6127
101868,16981
111210,13316
210329,13316
210397,13316
210402,13316
210403,13316
215109,13316
216082,13316
216084,13316
216085,13316
216086,13316
216087,13316
407120,13316
505629,15287
505679,13316
551744,13316
551798,13316
551824,13316
551826,13316
568659,13316
100663,13316
101878,16981
111541,16780
210677,16587
210686,16630
210695,16673
210723,13316
215988,13316
405409,16942
507825,13316
507832,13316
507843,13316
562135,13316
567232,13316
567233,13316
567538,13316
568288,13316
112849,15446
210450,13318
216301,13317
216307,14279
216348,14360
216387,14437
216424,13317
216461,13317
216467,13317
405206,13317
503020,13317
503044,13317
509822,13317
509843,13317
563728,13317
567440,13317
567441,13317
567442,15287
568658,13317
100962,17882
100963,17874
101882,17956
216670,17874
216671,17874
304758,17874
304759,17874
304761,17874
507851,17874
507857,17874
507861,17874
510097,17874
510098,17874
567448,17874
567752,17874
100972,16585
100974,13316
100976,18253
100979,18254
111788,18213
111797,18250
201453,18251
204238,17947
210461,18260
210675,13316
216660,18257
216661,18258
304742,13316
304744,13316
304760,13316
510090,16946
510096,13316
510103,18220
563790,13316
201460,18206
210671,18165
210674,17957
304766,17957
304781,18148
405373,17957
405387,17957
563784,18164
567443,17957
567444,17957
112859,16585
210457,15519
216499,15789
216519,15857
216539,15917
216559,15979
216579,16039
216600,13316
216620,16450
216640,16513
405258,15448
405348,13316
503106,16393
510002,13316
510003,13316
562134,16330
563781,13316
567445,13316
567446,13316
567447,16576
567546,13316
568533,13316
216737,13316
503041,13316
503169,18289
566890,13316
566901,13316
201461,18295
210463,13316
210464,13316
210465,13316
210466,13316
216667,13316
216668,13316
503154,13316
567539,13316
567540,13316
201452,16981
216495,13316
216496,13316
503054,17910
567439,13316
562084,13317
564569,17874
564570,13316
564571,15447
564572,15446
101834,30917
208012,30615
208031,30824
214526,30875
302302,30679
302309,30732
402145,30614
402156,30856
508735,30614
508854,30614
508866,30819
508899,30614
508910,30614
508912,30614
508917,30614
508918,30614
508919,30614
508920,30614
565752,30641
567462,30614
568480,30614
568481,30614
111981,28264
112913,29544
201775,28264
201779,29543
204964,29466
407735,29536
501633,29460
505948,29430
565749,28264
565750,28697
565751,28264
568477,28264
101899,31302
201834,31059
201837,31059
201851,31296
204994,31060
204998,31059
208036,31071
208046,31059
302332,31059
304903,31059
402161,31143
501775,31283
501781,31290
565766,31059
201672,27895
201683,27916
201689,27897
201695,27895
204915,27979
207950,27957
302197,28059
302202,27950
402012,27895
402018,27895
407691,30026
407694,31758
501352,28090
501409,30170
505753,28066
563145,27895
563160,28225
564131,27895
565773,28235
565774,27895
567241,27895
567242,27895
568474,27895
568749,27895
101991,29787
201874,29546
201877,29545
201883,29545
201887,29545
201894,29545
204306,29545
208071,29545
208076,29768
214609,29545
302414,29545
402289,29733
508909,29545
565745,29714
565746,29545
568427,29545
568795,29545
112908,30024
201916,29837
201919,29837
201922,29837
205059,30020
565763,29837
565764,29837
568783,29838
568784,29936
568785,29837
568786,29837
568787,29837
568788,29837
568789,29837
568790,29837
568791,29837
568792,29837
568793,29837
568794,29837
200066,31673
205038,31844
205042,29999
214566,30286
214567,31758
214569,27895
214577,31935
568209,27895
568748,27895
101086,31357
101094,31357
200160,31612
201861,31357
208058,31591
407896,31357
501865,31593
506349,31592
565747,31357
565748,31357
567754,31590
567755,31357
201780,27895
201789,30276
201794,30107
204981,30281
204982,30085
302242,30286
302246,30261
302247,30255
402086,27895
402087,30193
402092,30225
501642,27895
501651,30074
568212,27895
568478,27895
568479,27895
200180,30613
201802,30518
204992,27895
214506,27895
214512,30517
302264,30595
302273,30289
302275,27895
501674,29430
501681,27895
501704,30537
501747,27895
506187,27895
201865,31762
201869,31761
565771,31761
565772,31761
567756,31761
101113,29836
302384,29789
402231,27895
402234,29818
402240,29824
402241,29825
402242,29826
402243,29827
402244,29828
402245,29829
402246,29830
402247,29831
402248,29832
506359,29834
563197,29835
568208,27895
568653,31745
568654,27895
568655,27895
568656,27895
201938,31304
201944,31356
213882,31303
402369,31303
509054,31352
511299,31342
551520,31303
554974,31303
565775,31303
565776,31303
565788,31303
201954,30952
214613,30919
508930,30933
508934,30937
508939,30941
508942,30944
508947,30918
564423,30918
565756,30927
568485,30918
201957,30978
201958,31049
508949,30954
508966,30971
508979,30953
509005,31025
509011,31032
509015,31037
509020,30953
565753,30953
565754,30990
565755,30953
568210,30953
568484,30953
201962,31673
214625,31629
214629,31619
214637,31619
214641,31619
565758,31620
565824,31619
565825,31619
568472,31619
568473,31619
201967,31717
214643,31675
214656,31674
214660,31674
214662,31674
506379,31674
506380,31674
565759,31674
565760,31698
568482,31674
205085,32104
402463,32064
402482,32047
402483,32047
402484,32047
502027,32084
565778,32047
565779,32047
565780,32047
565781,32047
565782,32047
565783,32047
565784,32047
565785,32047
201969,31734
214672,31718
402420,31718
402424,31723
402427,31727
568483,31718
201970,31842
214674,31804
214681,31816
214685,31820
402443,31832
565016,31803
565017,31803
565777,31803
205073,31753
302473,31744
302474,31745
302479,31750
407937,31751
568486,31743
208117,30266
402487,27895
402488,27895
402489,27895
402490,27895
402491,27895
402493,27895
402494,30026
402495,27895
565787,30107
567243,27895
567244,27895
567245,27895
402513,31754
402514,31756
402515,31757
402516,31758
402517,31759
402518,31760
204688,31790
407919,31790
407921,31802
501880,31791
565770,31790
568297,31790
568298,31790
407941,31058
502047,31056
502049,31055
502050,31057
509025,31051
509075,32046
564507,27895
565767,32037
565768,32029
565769,27895
568475,27895
568476,27895
112905,32249
208118,32201
208124,27895
214639,27895
402104,27895
505980,27895
564203,27895
564235,30812
565740,27895
565741,32186
565742,27895
565743,27895
565744,27895
566055,27895
567509,27895
568211,27895
568384,27895
568634,27895
201945,27895
205072,31998
205075,31965
214706,31943
214712,31950
501961,31957
501969,31985
565786,32027
402504,32106
501994,31735
502042,32142
502062,32121
567693,27895
568598,27895
565737,29787
567246,29714
567247,30641
568592,27895
568593,27895
568594,27895
568595,27895
568596,27895
568597,31717
101903,43073
202010,43073
202080,43073
202134,43073
202178,43073
202210,43073
202240,43073
202254,43073
202271,43073
202280,43073
202299,43073
202312,43073
202323,43073
202335,43073
202344,43073
202351,43073
202357,43073
202368,43073
202379,43073
202380,43073
202381,43073
202388,43073
202399,43073
202411,43073
202420,43073
202439,43073
202446,43073
202462,43073
202469,43073
202570,43073
202579,43073
202580,43073
202581,43073
202603,43073
202618,43073
209490,43073
209655,43073
209672,43073
209691,43073
209747,43073
209765,43073
209786,43073
209792,43073
209825,43073
304348,43073
404335,43073
404350,43073
410505,43073
509597,43073
560744,43073
560827,43073
560852,43073
560869,43073
560886,43073
560917,43073
560926,43073
560930,43073
560934,43073
560939,43073
560995,43073
561028,43073
561053,43073
561062,43073
564794,43073
112033,48811
216757,43073
216764,43073
216771,43073
216778,43073
216786,43073
216797,43073
216801,43073
216805,43073
216810,43073
216819,43073
561341,43073
561533,43073
561543,43073
561653,43073
561718,43073
561728,43073
561777,43073
561899,43073
304568,48811
562022,43073
562032,43073
562042,43073
101186,1662
112203,350
112938,1687
200723,350
213662,1588
300920,1646
400872,920
406770,350
406810,350
500368,350
505305,1661
508328,350
553697,350
553785,860
566470,350
566471,350
567549,350
568217,350
101171,350
101172,350
101173,350
101909,38640
112210,350
213678,350
555001,350
567502,350
567695,350
568635,350
100815,2629
101223,2630
101229,2690
101234,2689
101237,2722
101917,2724
406923,2675
406930,2683
406936,2697
406942,2704
112134,2550
112937,2628
213813,2550
213814,2550
213815,2550
508399,2550
553858,2550
566717,2550
101197,38717
213590,350
213611,350
213614,350
400871,350
500377,350
500382,350
566483,350
101200,38562
207626,350
213625,350
213628,350
213633,350
406820,350
500386,350
500389,350
500392,350
508327,350
565032,350
566472,350
566473,350
566474,350
566475,350
566476,350
566477,350
566478,350
566479,350
566480,350
566481,350
566482,350
567763,38846
213620,350
213621,350
213622,350
213623,38810
566484,350
213649,350
213650,350
213651,350
213652,350
213653,350
213654,350
213655,38640
213658,350
213659,350
213661,38640
505257,350
553843,350
553844,350
213685,350
213686,350
213695,350
213696,350
566485,350
566486,350
112241,2549
201588,2490
213738,350
213781,2524
213795,350
