id,name_jp,path_name_jp,path_name_id,meru_id,rakuma_id,zenplus_id
100253,ピクルス,食品>漬物・梅干し・キムチ>ピクルス,1032>2601>100253,28VbixN7BHUTZTwWjQP33J,1504,20488
100254,その他,食品>漬物・梅干し・キムチ>梅干し>その他,1032>2601>6080>100254,28VbixN7BHUTZTwWjQP33J,1504,20489
100265,牛乳,水・ソフトドリンク>牛乳,1033>100265,43xMgAnVgJo4RtJvsGCYgh,1509,33250
100266,その他,食品>チーズ・乳製品>ヨーグルト>その他,1032>2438>5919>100266,28VbixN7BHUTZTwWjQP33J,1504,21039
100273,その他,食品>豆腐・納豆・こんにゃく>豆腐>その他,1032>2448>6082>100273,28VbixN7BHUTZTwWjQP33J,1504,19447
100274,その他,食品>豆腐・納豆・こんにゃく>納豆>その他,1032>2448>6083>100274,28VbixN7BHUTZTwWjQP33J,1504,19447
100276,スープ,食品>惣菜>洋風惣菜>スープ,1032>2445>6039>100276,28VbixN7BHUTZTwWjQP33J,1504,19447
100279,フカヒレ,食品>乾物>フカヒレ,1032>2441>100279,tBdcSD83udJzJTMUPCpfiV,1504,19447
100280,シュウマイ,食品>惣菜>中華惣菜・点心>シュウマイ,1032>2445>6036>100280,28VbixN7BHUTZTwWjQP33J,1504,19447
100281,その他,食品>惣菜>中華惣菜・点心>餃子>その他,1032>2445>6036>40663>100281,28VbixN7BHUTZTwWjQP33J,1504,20237
100285,その他,スイーツ・お菓子>せんべい・米菓>せんべい>その他,1011>2150>4001>100285,wdDSXnaXwSPbsTHn63ohtc,1502,5841
100286,その他,スイーツ・お菓子>和菓子>ようかん>その他,1011>2161>4110>100286,wdDSXnaXwSPbsTHn63ohtc,1502,5960
100289,その他,スイーツ・お菓子>チョコレート>その他,1011>2152>100289,wdDSXnaXwSPbsTHn63ohtc,1502,5841
100290,その他,スイーツ・お菓子>クッキー・焼き菓子>クッキー>その他,1011>2147>3952>100290,wdDSXnaXwSPbsTHn63ohtc,1502,5841
100292,その他,スイーツ・お菓子>アイスクリーム・シャーベット>その他,1011>2145>100292,wdDSXnaXwSPbsTHn63ohtc,1502,6062
100295,その他,食品>パン・ジャム・シリアル>パン>菓子パン>その他,1032>2439>5925>40653>100295,wdDSXnaXwSPbsTHn63ohtc,1496,20979
100296,デニッシュ,食品>パン・ジャム・シリアル>パン>デニッシュ,1032>2439>5925>100296,28VbixN7BHUTZTwWjQP33J,1496,19447
100297,食パン,食品>パン・ジャム・シリアル>パン>食パン,1032>2439>5925>100297,28VbixN7BHUTZTwWjQP33J,1496,19447
100301,その他,食品>調味料>みそ>その他,1032>2446>6056>100301,CRfsnP2H7SeravoG7vgsuU,1503,20690
100302,その他,食品>調味料>しょうゆ>その他,1032>2446>6045>100302,CRfsnP2H7SeravoG7vgsuU,1503,20680
100303,その他,食品>調味料>しお>その他,1032>2446>6044>100303,CRfsnP2H7SeravoG7vgsuU,1503,20664
100304,その他,食品>調味料>砂糖・甘味料>その他,1032>2446>6065>100304,CRfsnP2H7SeravoG7vgsuU,1503,20839
100305,その他,食品>調味料>酢>その他,1032>2446>6067>100305,CRfsnP2H7SeravoG7vgsuU,1503,20670
100306,その他,食品>調味料>油>その他,1032>2446>6070>100306,CRfsnP2H7SeravoG7vgsuU,1503,20706
100307,マヨネーズ,食品>調味料>マヨネーズ,1032>2446>100307,CRfsnP2H7SeravoG7vgsuU,1503,20753
100308,ケチャップ,食品>調味料>ケチャップ,1032>2446>100308,CRfsnP2H7SeravoG7vgsuU,1503,20739
100309,その他,食品>調味料>スパイス>その他,1032>2446>6046>100309,CRfsnP2H7SeravoG7vgsuU,1503,20770
100310,その他,食品>調味料>ソース・たれ>その他,1032>2446>6048>100310,CRfsnP2H7SeravoG7vgsuU,1503,20839
100311,その他,食品>調味料>ふりかけ>その他,1032>2446>6053>100311,CRfsnP2H7SeravoG7vgsuU,1503,20829
100313,その他,食品>調味料>中華調味料>その他,1032>2446>6069>100313,CRfsnP2H7SeravoG7vgsuU,1503,20754
100314,その他,食品>調味料>ドレッシング>その他,1032>2446>6051>100314,CRfsnP2H7SeravoG7vgsuU,1503,20741
100334,その他,ビール・洋酒>ブランデー>その他,1018>2292>100334,dWRTSgo3MSVtbaYJ7MEufP,1513,38562
100336,カクテル,ビール・洋酒>チューハイ・ハイボール・カクテル>カクテル,1018>2289>100336,XeUXfGPBkqNfCyGGcMy8x,1520,38620
100351,紅茶,水・ソフトドリンク>お茶・紅茶>茶葉・ティーバッグ>紅茶,1033>2457>6180>100351,b5meHGpHvzFTibMFuwRwyF,1508,33250
100361,日本茶,水・ソフトドリンク>お茶・紅茶>茶葉・ティーバッグ>日本茶,1033>2457>6180>100361,b5meHGpHvzFTibMFuwRwyF,1508,33623
100426,その他,食品>乾物>海苔>その他,1032>2441>5974>100426,28VbixN7BHUTZTwWjQP33J,1504,20921
100441,その他,インナー・下着・ナイトウェア>メンズ>ナイトウェア・ルームウェア>その他,1004>2053>3328>100441,DREbjZifTG6DiFMKiLXg7c,666,292
100443,その他,インナー・下着・ナイトウェア>レディース>インナー・下着・ランジェリー>ショーツ>その他,1004>2055>3336>40023>100443,kZPUXA5DgeYPMB5Zqe4k95,1277,95
100444,その他,インナー・下着・ナイトウェア>レディース>インナー・下着・ランジェリー>その他,1004>2055>3336>100444,3YvnL6KkJZrnCnjYXB54tU,1281,95
100446,スリップ,インナー・下着・ナイトウェア>レディース>インナー・下着・ランジェリー>スリップ,1004>2055>3336>100446,pKj3gGEzevkVzEgcUjzKXX,1281,1
100447,インナーキャミソール,インナー・下着・ナイトウェア>レディース>インナー・下着・ランジェリー>インナーキャミソール,1004>2055>3336>100447,L9ZGsD7YgdNMQsDW3zbGec,1281,1
100448,ベビードール,インナー・下着・ナイトウェア>レディース>インナー・下着・ランジェリー>ベビードール,1004>2055>3336>100448,3YvnL6KkJZrnCnjYXB54tU,1281,55
100452,その他,インナー・下着・ナイトウェア>レディース>ナイトウェア・ルームウェア>その他,1004>2055>3328>100452,FyiQnQSmWo5AVJkaiaSi83,209,268
100453,その他,食品>乾物>鰹節>その他,1032>2441>5975>100453,tBdcSD83udJzJTMUPCpfiV,1504,20921
100484,その他,靴>靴ケア用品・アクセサリー>その他,1027>2418>100484,QxK3BpKE5ioaxAaLToCtJL,137,37581
100487,指輪・リング,ジュエリー・アクセサリー>レディースジュエリー・アクセサリー>指輪・リング,1010>2143>100487,YQNr6CjTGBAtfKLqsP5J8Q,82,4052
100500,ネックレスチェーン,ジュエリー・アクセサリー>レディースジュエリー・アクセサリー>ネックレスチェーン,1010>2143>100500,zvtWqSXCz3wcfJXhXMMzpH,83,4051
100532,その他,ジュエリー・アクセサリー>ジュエリー・アクセサリー用品>その他,1010>2135>100532,49C9bCVWohpRLNQ6ouUQJd,197,5560
100627,その他,美容・コスメ・香水>スキンケア>洗顔料>その他,1036>2498>6467>100627,u26jA5VwvtmGXmkRubPsRE,447,15446
100632,キッチンペーパー,日用品雑貨・文房具・手芸>日用消耗品>キッチン消耗品>キッチンペーパー,1035>2489>6331>100632,ciNtGumLuRC9G7wFmCNgNf,977,11753
100633,ラップ,日用品雑貨・文房具・手芸>日用消耗品>キッチン消耗品>ラップ,1035>2489>6331>100633,KypCTnAcPNK4q52LFyJwwf,973,11753
100635,アルミホイル・アルミ箔,日用品雑貨・文房具・手芸>日用消耗品>キッチン消耗品>アルミホイル・アルミ箔,1035>2489>6331>100635,gMNiBKRFcLBtNLYcPsY2K4,973,11753
100636,キッチンマット,キッチン用品・食器・調理器具>配膳用品・キッチンファブリック>キッチンマット,1008>2116>100636,5bC83CUbdTPCwy4KAvCuWF,1048,33724
100646,洗濯バサミ,日用品雑貨・文房具・手芸>洗濯用品>洗濯バサミ,1035>2487>100646,BjjSyhnkXZ2AuS9hsZMRyF,1130,11753
100650,バスマット,日用品雑貨・文房具・手芸>バス用品>バスマット,1035>2482>100650,WrWkf5yCggokxdyGzJatBk,1050,11753
100651,トイレマット,日用品雑貨・文房具・手芸>トイレ用品>トイレマット・カバー・シート>トイレマット,1035>2481>6224>100651,MqFzrYsgv8hsm5vUXegGSX,1049,11753
100658,バケツ,日用品雑貨・文房具・手芸>掃除用品>バケツ,1035>2488>100658,Z8tyMhBP4MsV7LFadRLaJC,1093,11753
100663,ブラシ・くし,美容・コスメ・香水>ヘアケア・スタイリング>ブラシ・くし,1036>2501>100663,oVVQCMQgHKGUSiMCQUAAj6,489,13316
100670,ティッシュペーパー,日用品雑貨・文房具・手芸>日用消耗品>ティッシュ・トイレットペーパー>ティッシュペーパー,1035>2489>6332>100670,jJcdoTnJwUmJpK6Dx8TKg8,1130,11753
100673,紙袋・手提げ袋,日用品雑貨・文房具・手芸>日用消耗品>袋>紙袋・手提げ袋,1035>2489>6337>100673,6UUPqYUemmiSJjdzeAN94o,1130,11753
100678,玄関マット,インテリア・寝具・収納>カーペット・マット・畳>マット>玄関マット,1003>2028>3193>100678,sdJZuFtukvkn9pghPvjtCk,1047,25444
100680,レターホルダー,日用品雑貨・文房具・手芸>生活雑貨>収納用品>レターホルダー,1035>2486>6299>100680,mT7fk8uhzNnRyeC9m6Y9um,1130,11753
100681,マガジンボックス・ファイルボックス,日用品雑貨・文房具・手芸>生活雑貨>収納用品>マガジンボックス・ファイルボックス,1035>2486>6299>100681,ri4QeKCzGmr9vTeqVnTk3b,1130,11753
100687,ハンガー,日用品雑貨・文房具・手芸>生活雑貨>収納用品>ハンガー,1035>2486>6299>100687,nXwKvi92T9BksreNZ4S6Ff,1041,11753
100691,その他,日用品雑貨・文房具・手芸>生活雑貨>作業用手袋・軍手>その他,1035>2486>6298>100691,SCJQSAqRaToQqCEc9VzWX5,1130,11983
100695,その他,日用品雑貨・文房具・手芸>日用消耗品>虫除け・殺虫剤>その他,1035>2489>6338>100695,JmAMVnanTWm9kzKfcCbFjS,1130,12420
100696,その他,医薬品・コンタクト・介護>コンタクトレンズ・ケア用品>その他,1023>2364>100696,nPpi5xGLbMHjC4Y5TZMtie,137,38950
100708,茶托,キッチン用品・食器・調理器具>配膳用品・キッチンファブリック>茶托,1008>2116>100708,sqZRRxZAsNQzALMBUy4upm,973,33809
100715,そば猪口,キッチン用品・食器・調理器具>食器・カトラリー・グラス>食器>そば用食器>そば猪口,1008>2112>3763>40038>100715,nhCVdV7dKBUWN5QdAjrjdh,966,33707
100733,ぐい呑み・おちょこ,キッチン用品・食器・調理器具>ワイン・バー・酒用品>酒器>ぐい呑み・おちょこ,1008>2110>3751>100733,hQjkzf4vjyEiW5umhcEPMM,977,34542
100754,バターナイフ,キッチン用品・食器・調理器具>食器・カトラリー・グラス>箸・カトラリー>バターナイフ,1008>2112>3764>100754,2XjiETnVXCQAZ2rxQq8zGW,968,33707
100766,パスタボトル,キッチン用品・食器・調理器具>保存容器・調味料入れ>パスタボトル,1008>2118>100766,knJ6cXsdWivLkRX7gFJ6nc,976,33847
100767,茶筒,キッチン用品・食器・調理器具>コーヒー・お茶用品>茶道具・湯呑・急須>茶筒,1008>2108>3735>100767,PBb3SxjdwjbFMtaJoEMAuj,977,33707
100769,ピッチャー・水差し,キッチン用品・食器・調理器具>保存容器・調味料入れ>ピッチャー・水差し,1008>2118>100769,6A6HtYv5ixwa2d5HBFXJxg,973,33707
100789,その他,キッチン用品・食器・調理器具>調理器具・製菓器具>包丁・ナイフ>その他,1008>2114>3776>100789,ZnAFvNWie4CEAY44LXsKCh,971,35250
100794,泡だて器,キッチン用品・食器・調理器具>調理器具・製菓器具>調理器具>泡だて器,1008>2114>3775>100794,bhz5VgJFKNwZ7HCtkBY7No,971,33707
100795,栓抜き・オープナー,キッチン用品・食器・調理器具>ワイン・バー・酒用品>栓抜き・オープナー,1008>2110>100795,Y7MqRFCW6pkjKMLY8BbJTV,977,33707
100796,スライサー,キッチン用品・食器・調理器具>調理器具・製菓器具>調理器具>スライサー,1008>2114>3775>100796,t5FnxzKHPv5NQXJwjvcG2D,971,33707
100797,缶切り,キッチン用品・食器・調理器具>調理器具・製菓器具>調理器具>缶切り,1008>2114>3775>100797,Y7MqRFCW6pkjKMLY8BbJTV,971,33707
100798,にんにくつぶし,キッチン用品・食器・調理器具>調理器具・製菓器具>調理器具>にんにくつぶし,1008>2114>3775>100798,AEak9ravf7kzhyV2y44a4m,971,33707
100809,その他,インテリア・寝具・収納>ライト・照明器具>照明器具部品>その他,1003>2041>3254>100809,T4R7hZn2ptaFBwKsygZLZk,1064,25811
100815,掛軸,ホビー>アート・美術品・骨董品・民芸品>掛軸,1020>2314>100815,Hq8W6ui6tw3fumfJTZUgB3,840,2629
100816,屏風,インテリア・寝具・収納>間仕切り>屏風,1003>2044>100816,ntUV2wKQtLu5txjdpqbNoC,1091,27875
100817,のれん,インテリア・寝具・収納>カーテン・ブラインド>のれん,1003>2027>100817,iZoJqW9H7e8PFromhuRDHF,1057,27873
100818,畳,インテリア・寝具・収納>カーペット・マット・畳>畳,1003>2028>100818,hbj6qYkrUhadahTrzeYk7A,1051,27871
100838,その他,インテリア・寝具・収納>カーテン・ブラインド>カーテン・ブラインド用アクセサリー>その他,1003>2027>3178>100838,XniPxUmFxZVxiNSJdkwwi3,1058,27433
100844,その他,インテリア・寝具・収納>収納家具>本棚・ラック・カラーボックス>その他,1003>2047>3294>100844,mUMNfozwBvStC3zfoTDZKb,1034,25634
100850,スリッパラック,インテリア・寝具・収納>収納家具>玄関収納>スリッパラック,1003>2047>3290>100850,yWNERwn95nZJsrGDUuC4pd,1030,25471
100851,ワインラック,キッチン用品・食器・調理器具>ワイン・バー・酒用品>ワインラック,1008>2110>100851,AhX7YsEBoaHomyETXTaeoE,977,33707
100861,砂時計,インテリア・寝具・収納>インテリア小物・置物>砂時計,1003>2025>100861,nN4cJ2WLeWcLn8R9CjSAF3,1089,27534
100874,ボタン,日用品雑貨・文房具・手芸>手芸・クラフト・生地>裁縫材料>ボタン,1035>2485>6283>100874,Lcx4cmdpbwvgqA4vTRTNsU,1093,12421
100881,石材,花・ガーデン・DIY>木材・建築資材・設備>石材,1025>2401>100881,DDRb793wMvqny27kZpgkEB,137,41720
100883,その他,花・ガーデン・DIY>エクステリア・ガーデンファニチャー>ガーデンファニチャー>その他,1025>2395>5490>100883,uymTWfxz9ZhBcVoAjTA7BK,137,43066
100885,テラス,花・ガーデン・DIY>エクステリア・ガーデンファニチャー>テラス,1025>2395>100885,PAWBLJ7q898v2CiPArasZa,137,41720
100894,その他,花・ガーデン・DIY>木材・建築資材・設備>壁材>その他,1025>2401>5583>100894,CHAzG6kVKmpwBBekg5wizV,137,43071
100895,その他,花・ガーデン・DIY>木材・建築資材・設備>床材>その他,1025>2401>5577>100895,bNnwyqJwB4yeosGf8Ha4eR,137,43071
100896,木材,花・ガーデン・DIY>木材・建築資材・設備>木材,1025>2401>100896,2cypKvD4qWXafcovoYWrM6,137,41720
100907,ラベル用紙,日用品雑貨・文房具・手芸>文房具・事務用品>ラベル・ステッカー>ラベル用紙,1035>2491>6363>100907,Kb56BPNfZzSYFXsYepiw3S,1168,12638
100915,定規,日用品雑貨・文房具・手芸>文房具・事務用品>製図用品>定規,1035>2491>6374>100915,Q45bYL8F4TmwpmyMrbvLVA,1611,13028
100916,メジャー・巻尺,花・ガーデン・DIY>DIY・工具>計測工具>メジャー・巻尺,1025>2394>5473>100916,FMiog4hbRFyvnqBKEqnPrh,137,42842
100917,その他,日用品雑貨・文房具・手芸>文房具・事務用品>ホッチキス・穴あきパンチ>その他,1035>2491>6360>100917,wj6PkXFRig4dkacExpRSLj,1168,13040
100918,その他,日用品雑貨・文房具・手芸>文房具・事務用品>筆記具>消しゴム・修正用品>その他,1035>2491>6376>40688>100918,NzkJ5BNBGjCZfzM2KpCN63,1610,13040
100930,その他,日用品雑貨・文房具・手芸>文房具・事務用品>ギフトラッピング用品>その他,1035>2491>6349>100930,o3ZYNaEfCrBsUoEDRvcJ3h,1608,13040
100932,その他,日用品雑貨・文房具・手芸>文房具・事務用品>机上収納・整理用品>その他,1035>2491>6368>100932,6qMuTJUPAGdjrjxaS4XjJk,1611,13040
100943,その他,美容・コスメ・香水>ヘアケア・スタイリング>カラーリング>その他,1036>2501>6484>100943,LBJ6jrLW4oDCgqQ8KHV27m,481,16981
100962,石けん・ボディソープ,美容・コスメ・香水>ボディケア>石けん・ボディソープ,1036>2503>100962,U4w8uv83x3Y6v6njn9inya,493,17882
100963,ボディオイル,美容・コスメ・香水>ボディケア>ボディオイル,1036>2503>100963,d4DSqEyUinBTAGhDqyydy3,496,17874
100972,その他,美容・コスメ・香水>メイク道具・ケアグッズ>その他,1036>2504>100972,JXVUfZwhdpSzF9fJ6jH7kB,1701,16585
100974,洗顔グッズ,美容・コスメ・香水>メイク道具・ケアグッズ>洗顔グッズ,1036>2504>100974,HsC9ABgSrH8WmuDZqVbeaW,460,13316
100976,ボトル・ケース・携帯小物,美容・コスメ・香水>メイク道具・ケアグッズ>ボトル・ケース・携帯小物,1036>2504>100976,JXVUfZwhdpSzF9fJ6jH7kB,1706,18253
100979,あぶらとり紙,美容・コスメ・香水>メイク道具・ケアグッズ>あぶらとり紙,1036>2504>100979,uSz5FBNF43XQT7tXVF4QVC,1704,18254
100985,その他,ダイエット・健康>ダイエット>ダイエット器具>その他,1014>2213>4541>100985,Mw7Drjm56Xn7SimFx9tLY7,523,6230
100989,ビタミンA,ダイエット・健康>サプリメント>ビタミン>ビタミンA,1014>2211>4518>100989,f9H4wTE9JMBZWdgFc5T5ZJ,1652,6127
100990,ビタミンE,ダイエット・健康>サプリメント>ビタミン>ビタミンE,1014>2211>4518>100990,f9H4wTE9JMBZWdgFc5T5ZJ,1652,6127
100991,ビタミンB群,ダイエット・健康>サプリメント>ビタミン>ビタミンB群,1014>2211>4518>100991,f9H4wTE9JMBZWdgFc5T5ZJ,1652,6127
100992,ビタミンC,ダイエット・健康>サプリメント>ビタミン>ビタミンC,1014>2211>4518>100992,f9H4wTE9JMBZWdgFc5T5ZJ,1652,6127
100993,マルチビタミン,ダイエット・健康>サプリメント>ビタミン>マルチビタミン,1014>2211>4518>100993,f9H4wTE9JMBZWdgFc5T5ZJ,1652,6127
100994,カルシウム,ダイエット・健康>サプリメント>ミネラル>カルシウム,1014>2211>4526>100994,inmvm8SGTLorZtmxABsNqn,1656,6127
100995,鉄,ダイエット・健康>サプリメント>ミネラル>鉄,1014>2211>4526>100995,9F2Mu2475WhFaox98cxPTe,1656,6127
101019,田七人参,ダイエット・健康>サプリメント>植物性エキス>田七人参,1014>2211>4532>101019,iebrZ8PrypgXudjt5CmgSG,1656,6127
101020,その他,ダイエット・健康>サプリメント>プロバイオティクス>その他,1014>2211>4523>101020,hPvsRVzFE6cm5eixWzQ8MY,1656,6378
101023,ブルーベリー,ダイエット・健康>サプリメント>植物性エキス>ブルーベリー,1014>2211>4532>101023,hPvsRVzFE6cm5eixWzQ8MY,1656,6578
101031,その他,ダイエット・健康>健康食品>栄養調整食品>その他,1014>2218>4592>101031,Mw7Drjm56Xn7SimFx9tLY7,1656,6782
101033,その他,ダイエット・健康>健康食品>栄養・健康ドリンク>その他,1014>2218>4591>101033,CQNjBAdh4yrWCHyRZnjJb5,1656,6750
101034,第二類医薬品,医薬品・コンタクト・介護>医薬品・医薬部外品>医薬品>薬用酒>第二類医薬品,1023>2367>5269>40169>101034,5S4tidrnQ2cTvxM5bLXTFV,137,38952
101038,掛け布団,ダイエット・健康>健康グッズ>安眠グッズ>掛け布団,1014>2217>4581>101038,srDxyhwBq4Z6jTaEpTCm5S,1393,6127
101039,敷布団,ダイエット・健康>健康グッズ>安眠グッズ>敷布団,1014>2217>4581>101039,srDxyhwBq4Z6jTaEpTCm5S,1393,6127
101040,ベッド,ダイエット・健康>健康グッズ>安眠グッズ>ベッド,1014>2217>4581>101040,srDxyhwBq4Z6jTaEpTCm5S,1393,7066
101046,心拍計,医薬品・コンタクト・介護>身体測定器・医療計測器>心拍計,1023>2377>101046,ejWFjb9b53QWLSojjPaX9h,137,39414
101047,歩数計,スポーツ・アウトドア>スポーツウェア・アクセサリー>測定器・スポーツテスト用品>歩数計,1012>2170>4226>101047,6qqSaxnRXVWnWx5oGhRnj6,1593,27895
101049,その他,家電>美容・健康家電>マッサージ機器>その他,1024>2393>5457>101049,zDHeQMSfBd9fBTgsY7m9DF,1390,40356
